experience_years,test_score,interview_score,communication,performance_score,hire_decision,degree,city,application_source,hobby,preferred_language
1.26,67,5,8,53,Hold,M.Tech,Kolkata,Campus,Travel,Spanish
3.42,53,4,4,45,Reject,BCA,Kolkata,Website,Gaming,French
9.23,87,7,2,72,Hire,BCA,Delhi,Indeed,Photography,French
7.69,72,3,10,66,Hold,M.Tech,Pune,Indeed,Reading,English
9.62,73,9,9,72,Hire,MCA,Chennai,LinkedIn,Reading,German
6.21,98,8,1,60,Hold,B.Tech,Delhi,Indeed,Music,English
2.79,87,6,9,76,Hire,B.Tech,Kolkata,Indeed,Photography,German
7.54,77,9,10,79,Hire,B.Sc,Chennai,Campus,Sports,Hindi
3.65,100,5,9,72,Hire,MBA,Delhi,Indeed,Gaming,French
0.35,73,10,2,46,Reject,BCA,Bangalore,Campus,Travel,Spanish
10.84,47,2,2,36,Reject,MBA,Delhi,Campus,Sports,Spanish
5.04,66,1,10,61,Hold,MBA,Bangalore,Indeed,Music,French
5.11,73,4,10,70,Hire,B.Tech,Pune,Referral,Sports,English
8.9,75,6,5,48,Reject,BCA,Delhi,Website,Gaming,Spanish
11.38,89,5,2,59,Hold,MCA,Hyderabad,Website,Photography,English
0.87,39,9,9,43,Reject,BCA,Bangalore,LinkedIn,Music,Spanish
2.07,92,10,8,92,Hire,B.Sc,Delhi,Referral,Music,Hindi
3.87,29,9,6,47,Reject,B.Tech,Pune,Campus,Travel,English
2.98,35,1,4,33,Reject,B.Tech,Bangalore,LinkedIn,Reading,German
5.95,55,6,4,47,Reject,M.Tech,Pune,Campus,Sports,German
9.89,86,2,4,57,Hold,MBA,Hyderabad,LinkedIn,Photography,English
10.25,28,3,5,37,Reject,MBA,Hyderabad,Campus,Gaming,English
7.15,99,6,1,64,Hold,MCA,Hyderabad,Referral,Photography,French
2.88,89,1,10,63,Hold,M.Tech,Kolkata,Referral,Reading,English
2.24,74,3,9,48,Reject,BCA,Bangalore,Campus,Travel,Spanish
8.92,56,9,1,49,Reject,BCA,Chennai,Website,Sports,German
2.85,100,2,3,56,Hold,M.Tech,Mumbai,Indeed,Music,English
6.47,28,4,2,25,Reject,BCA,Kolkata,Campus,Gaming,English
8.99,27,1,5,38,Reject,M.Tech,Pune,Indeed,Travel,German
2.74,44,6,3,33,Reject,BCA,Bangalore,Indeed,Travel,French
2.09,98,10,1,65,Hold,M.Tech,Kolkata,LinkedIn,Travel,German
0.48,28,8,5,46,Reject,MBA,Delhi,LinkedIn,Gaming,French
1.77,29,5,1,22,Reject,M.Tech,Kolkata,Website,Reading,Hindi
10.22,100,6,9,73,Hire,MBA,Pune,Indeed,Travel,English
1.26,32,2,2,21,Reject,M.Tech,Hyderabad,LinkedIn,Reading,Hindi
2.68,86,2,6,62,Hold,MCA,Hyderabad,Referral,Reading,English
0.39,49,2,4,42,Reject,MBA,Bangalore,Campus,Travel,German
8.12,86,1,8,67,Hold,B.Sc,Bangalore,Indeed,Sports,French
2.78,44,2,3,35,Reject,B.Tech,Hyderabad,LinkedIn,Gaming,English
4.96,57,5,4,45,Reject,MBA,Pune,Indeed,Gaming,French
1.67,81,7,4,53,Hold,M.Tech,Hyderabad,Referral,Photography,French
4.53,66,5,7,50,Hold,B.Tech,Pune,Indeed,Reading,German
5.09,68,6,8,57,Hold,MCA,Chennai,Website,Gaming,Hindi
5.68,50,4,6,59,Hold,MCA,Pune,LinkedIn,Reading,German
5.07,87,6,6,64,Hold,B.Tech,Chennai,Indeed,Gaming,German
1.23,39,10,6,57,Hold,M.Tech,Chennai,Indeed,Sports,English
9.27,63,7,6,60,Hold,BCA,Pune,Referral,Gaming,Hindi
1.65,21,8,10,48,Reject,B.Sc,Mumbai,Website,Reading,Hindi
5.09,100,9,3,65,Hold,M.Tech,Delhi,Campus,Gaming,English
3.26,51,8,1,43,Reject,B.Sc,Kolkata,LinkedIn,Reading,Hindi
3.61,35,6,8,51,Hold,MBA,Bangalore,Campus,Music,English
8.07,90,8,8,84,Hire,B.Tech,Kolkata,Website,Sports,French
6.21,23,5,3,33,Reject,B.Sc,Bangalore,Campus,Music,German
2.28,88,9,8,74,Hire,M.Tech,Hyderabad,Indeed,Photography,Spanish
5.63,68,8,8,75,Hire,MBA,Delhi,Campus,Photography,English
4.07,73,4,1,41,Reject,MBA,Hyderabad,Referral,Travel,Spanish
8.45,54,4,4,49,Reject,B.Sc,Hyderabad,Campus,Reading,German
2.71,94,4,5,63,Hold,M.Tech,Kolkata,Indeed,Music,Spanish
10.14,43,8,6,49,Reject,B.Sc,Delhi,Indeed,Photography,French
6.31,29,8,3,50,Hold,M.Tech,Mumbai,Indeed,Photography,English
6.01,29,5,10,41,Reject,MBA,Delhi,LinkedIn,Gaming,Hindi
3.04,28,8,1,29,Reject,B.Tech,Bangalore,Indeed,Travel,German
2.23,91,10,5,72,Hire,B.Sc,Delhi,Referral,Travel,French
5.66,61,8,4,54,Hold,B.Tech,Chennai,Referral,Travel,French
11.78,66,6,7,70,Hire,MBA,Delhi,Indeed,Photography,Hindi
1.59,94,9,4,68,Hold,BCA,Chennai,Indeed,Travel,English
3.4,89,9,1,67,Hold,BCA,Chennai,LinkedIn,Travel,Spanish
9.61,75,6,9,72,Hire,MCA,Pune,LinkedIn,Sports,German
7.98,79,4,5,58,Hold,M.Tech,Bangalore,Campus,Music,German
3.35,21,6,3,26,Reject,M.Tech,Chennai,Website,Music,Spanish
3.78,28,6,10,46,Reject,BCA,Bangalore,Indeed,Reading,French
5.04,83,4,5,57,Hold,M.Tech,Mumbai,Campus,Sports,English
7.23,99,6,9,82,Hire,MCA,Bangalore,Indeed,Sports,German
8.63,98,5,7,69,Hold,MBA,Mumbai,LinkedIn,Reading,French
10.29,67,5,2,58,Hold,MCA,Mumbai,Website,Travel,French
8.17,81,5,6,61,Hold,B.Sc,Chennai,LinkedIn,Reading,German
2.84,32,9,8,50,Hold,M.Tech,Bangalore,LinkedIn,Photography,Spanish
11.11,55,2,6,56,Hold,B.Tech,Pune,Indeed,Photography,Hindi
9.37,54,2,1,36,Reject,B.Tech,Bangalore,Indeed,Photography,French
3.69,36,7,3,35,Reject,B.Sc,Mumbai,Campus,Music,German
3.66,31,4,9,41,Reject,B.Sc,Pune,Campus,Photography,German
10.57,35,8,6,42,Reject,M.Tech,Delhi,Indeed,Photography,German
1.51,94,9,5,69,Hold,B.Tech,Kolkata,Indeed,Photography,French
7.6,65,6,2,53,Hold,BCA,Delhi,LinkedIn,Photography,French
3.33,95,8,3,61,Hold,MBA,Pune,LinkedIn,Travel,French
9.93,97,1,4,48,Reject,MBA,Hyderabad,Website,Music,Hindi
4.37,25,3,9,32,Reject,B.Tech,Pune,Referral,Travel,Spanish
8.8,68,7,5,65,Hold,B.Tech,Chennai,LinkedIn,Photography,French
2.31,88,2,1,47,Reject,MBA,Bangalore,Indeed,Gaming,Spanish
5.78,88,10,4,78,Hire,M.Tech,Pune,Campus,Travel,French
9.64,73,10,1,72,Hire,MBA,Mumbai,Referral,Music,English
4.76,68,5,4,53,Hold,MCA,Bangalore,Campus,Gaming,German
1.94,30,1,6,31,Reject,MCA,Mumbai,Referral,Gaming,Spanish
7.79,66,5,3,44,Reject,M.Tech,Delhi,LinkedIn,Photography,French
9.04,20,3,2,26,Reject,M.Tech,Chennai,Indeed,Music,German
3.36,81,6,8,73,Hire,B.Tech,Bangalore,Website,Sports,Hindi
5.42,81,4,7,68,Hold,BCA,Chennai,Campus,Gaming,English
10.81,65,1,8,55,Hold,B.Sc,Pune,Referral,Photography,Spanish
10.46,74,8,3,63,Hold,M.Tech,Kolkata,Campus,Travel,German
8.49,35,3,9,43,Reject,B.Tech,Chennai,Indeed,Music,Hindi
7.09,83,4,6,61,Hold,M.Tech,Mumbai,Referral,Sports,French
9.81,36,10,10,60,Hold,MCA,Chennai,Indeed,Gaming,German
10.89,85,6,2,55,Hold,MCA,Mumbai,LinkedIn,Music,Hindi
0.03,59,6,9,49,Reject,MCA,Mumbai,Campus,Reading,Hindi
4.77,56,5,9,65,Hold,MBA,Mumbai,Referral,Photography,French
6.74,40,1,10,48,Reject,B.Sc,Pune,Referral,Travel,Hindi
8.81,86,9,9,89,Hire,B.Tech,Mumbai,Referral,Gaming,Hindi
1.05,65,10,7,61,Hold,B.Tech,Kolkata,Referral,Music,Spanish
4.8,65,7,9,69,Hold,MCA,Pune,LinkedIn,Photography,English
3.36,85,3,5,60,Hold,B.Sc,Bangalore,Website,Music,German
5.08,97,4,9,73,Hire,M.Tech,Pune,Campus,Music,German
5.98,27,5,7,40,Reject,MBA,Kolkata,Campus,Gaming,German
7.92,58,2,1,44,Reject,MBA,Bangalore,Referral,Sports,Spanish
5.95,39,4,7,37,Reject,MCA,Hyderabad,LinkedIn,Photography,Spanish
7.45,72,10,3,62,Hold,B.Tech,Kolkata,Campus,Gaming,Spanish
6.99,79,5,10,64,Hold,MCA,Kolkata,Indeed,Reading,Spanish
5.14,52,3,7,38,Reject,B.Sc,Mumbai,Referral,Travel,Hindi
0.06,48,7,1,31,Reject,B.Sc,Delhi,LinkedIn,Music,German
2.33,44,8,8,49,Reject,MBA,Pune,Website,Photography,French
3.84,58,10,10,62,Hold,MCA,Chennai,Campus,Photography,German
1.76,92,3,7,54,Hold,B.Sc,Delhi,Indeed,Reading,English
7.18,87,2,6,61,Hold,BCA,Hyderabad,Campus,Music,English
7.34,98,4,6,65,Hold,MBA,Hyderabad,Campus,Sports,French
6.0,21,2,2,20,Reject,BCA,Mumbai,Indeed,Travel,German
3.85,62,1,9,46,Reject,B.Tech,Hyderabad,Website,Music,English
7.84,73,9,5,60,Hold,B.Sc,Chennai,Website,Photography,English
2.28,22,9,7,38,Reject,MCA,Bangalore,Website,Travel,Spanish
0.07,31,7,2,32,Reject,MBA,Kolkata,Website,Music,French
8.82,94,4,6,55,Hold,B.Sc,Kolkata,Indeed,Gaming,German
5.32,80,6,5,51,Hold,BCA,Hyderabad,Campus,Travel,French
8.37,61,3,9,48,Reject,BCA,Mumbai,Referral,Gaming,French
2.22,30,1,5,32,Reject,MCA,Kolkata,Campus,Reading,Hindi
0.75,76,7,6,49,Reject,M.Tech,Chennai,Indeed,Photography,English
4.54,33,7,5,45,Reject,BCA,Kolkata,Campus,Music,German
8.35,97,7,10,88,Hire,B.Tech,Delhi,Campus,Gaming,German
1.23,38,5,3,36,Reject,MBA,Bangalore,Referral,Travel,Hindi
2.35,45,7,7,48,Reject,M.Tech,Hyderabad,Indeed,Music,German
5.45,22,2,7,36,Reject,B.Sc,Pune,Campus,Gaming,German
7.45,20,3,10,45,Reject,BCA,Hyderabad,Referral,Travel,Hindi
9.0,48,9,9,69,Hold,BCA,Delhi,Indeed,Photography,German
1.32,22,9,5,37,Reject,B.Tech,Kolkata,Indeed,Photography,English
7.5,21,7,4,35,Reject,MBA,Hyderabad,Referral,Reading,German
4.65,76,10,9,78,Hire,BCA,Kolkata,Referral,Travel,Hindi
8.04,26,2,8,41,Reject,MBA,Mumbai,Website,Reading,Spanish
2.44,85,8,8,58,Hold,MBA,Delhi,LinkedIn,Reading,English
6.34,25,8,1,32,Reject,B.Sc,Pune,Website,Sports,Spanish
2.07,29,5,6,32,Reject,MBA,Bangalore,Referral,Music,German
0.22,37,6,1,29,Reject,MCA,Mumbai,LinkedIn,Photography,Hindi
5.84,37,10,5,40,Reject,MCA,Bangalore,LinkedIn,Gaming,German
2.21,32,9,1,39,Reject,M.Tech,Mumbai,Website,Gaming,Spanish
7.66,95,10,4,86,Hire,M.Tech,Bangalore,Referral,Travel,English
6.44,25,6,9,48,Reject,B.Tech,Delhi,LinkedIn,Photography,English
9.3,29,5,4,34,Reject,BCA,Hyderabad,Campus,Sports,Hindi
4.72,63,10,2,49,Reject,MCA,Chennai,Campus,Gaming,German
11.87,20,2,10,41,Reject,MCA,Mumbai,LinkedIn,Photography,Hindi
6.18,37,5,1,36,Reject,M.Tech,Chennai,LinkedIn,Travel,German
5.75,83,9,6,76,Hire,BCA,Mumbai,Campus,Gaming,French
8.99,46,4,7,55,Hold,MCA,Bangalore,LinkedIn,Reading,Spanish
6.87,48,4,1,35,Reject,BCA,Kolkata,Indeed,Gaming,English
4.35,21,1,9,35,Reject,BCA,Delhi,Indeed,Sports,Spanish
5.87,97,4,7,66,Hold,BCA,Chennai,Website,Reading,English
2.27,53,7,10,60,Hold,B.Tech,Pune,Website,Music,German
4.72,100,9,7,78,Hire,BCA,Kolkata,Indeed,Reading,English
0.36,35,3,6,39,Reject,B.Tech,Delhi,LinkedIn,Music,German
5.55,67,4,1,35,Reject,MCA,Kolkata,Indeed,Sports,German
3.29,97,8,8,79,Hire,BCA,Bangalore,Website,Music,German
6.32,93,6,4,68,Hold,MBA,Delhi,Website,Gaming,Hindi
0.35,57,8,1,39,Reject,BCA,Mumbai,Referral,Gaming,English
6.66,44,6,10,43,Reject,MCA,Delhi,Campus,Music,Hindi
3.52,45,10,1,58,Hold,B.Tech,Bangalore,Referral,Music,English
6.93,24,10,7,52,Hold,BCA,Hyderabad,LinkedIn,Music,French
8.79,35,2,5,31,Reject,BCA,Delhi,Website,Sports,French
5.28,74,4,8,59,Hold,B.Tech,Hyderabad,Campus,Gaming,German
7.96,45,7,8,53,Hold,BCA,Hyderabad,LinkedIn,Sports,English
2.87,52,9,3,46,Reject,MCA,Bangalore,Indeed,Photography,Hindi
11.98,67,7,10,74,Hire,MBA,Chennai,Indeed,Sports,French
2.91,27,2,4,30,Reject,M.Tech,Chennai,Website,Music,English
11.29,78,2,4,68,Hold,M.Tech,Pune,LinkedIn,Gaming,German
2.61,66,2,3,38,Reject,B.Sc,Kolkata,Indeed,Sports,French
5.97,95,1,2,56,Hold,BCA,Hyderabad,Campus,Music,Spanish
9.85,81,1,9,68,Hold,B.Sc,Hyderabad,Website,Gaming,English
8.6,68,2,7,47,Reject,MBA,Hyderabad,Website,Gaming,English
8.47,87,1,4,52,Hold,B.Sc,Hyderabad,Indeed,Photography,German
5.29,100,10,4,74,Hire,MCA,Hyderabad,Website,Sports,German
9.05,24,2,9,35,Reject,BCA,Mumbai,Indeed,Reading,German
11.04,77,2,4,55,Hold,MCA,Pune,Referral,Reading,Hindi
5.3,74,10,1,63,Hold,M.Tech,Mumbai,Referral,Gaming,Spanish
6.34,38,5,5,30,Reject,B.Sc,Bangalore,Campus,Sports,Spanish
0.79,68,1,2,28,Reject,B.Tech,Kolkata,Campus,Gaming,Hindi
4.69,46,8,3,46,Reject,MCA,Chennai,Indeed,Sports,Spanish
5.61,46,4,7,49,Reject,B.Tech,Mumbai,Referral,Photography,French
10.74,44,8,7,48,Reject,B.Sc,Bangalore,LinkedIn,Gaming,German
1.33,83,6,4,66,Hold,B.Tech,Pune,Website,Music,French
8.77,52,2,10,62,Hold,M.Tech,Bangalore,LinkedIn,Music,Spanish
6.55,62,4,9,51,Hold,MBA,Hyderabad,Website,Travel,Hindi
7.28,50,7,6,58,Hold,MBA,Kolkata,LinkedIn,Photography,Hindi
0.36,22,8,3,31,Reject,BCA,Pune,Referral,Photography,Spanish
1.76,99,1,9,66,Hold,BCA,Bangalore,LinkedIn,Travel,Hindi
3.41,45,9,10,63,Hold,MCA,Bangalore,Website,Music,Spanish
0.06,30,4,7,32,Reject,MCA,Pune,LinkedIn,Sports,Spanish
8.03,48,4,7,45,Reject,B.Sc,Mumbai,Referral,Photography,German
10.44,34,10,7,63,Hold,MCA,Chennai,Indeed,Photography,Hindi
6.56,52,7,7,62,Hold,MCA,Chennai,Website,Photography,French
6.52,26,3,8,42,Reject,BCA,Mumbai,Website,Sports,Spanish
7.39,91,10,9,81,Hire,MCA,Hyderabad,Website,Music,German
3.63,63,2,8,51,Hold,BCA,Kolkata,Indeed,Travel,Hindi
4.4,55,2,2,37,Reject,MCA,Hyderabad,Indeed,Reading,French
6.9,65,5,4,47,Reject,M.Tech,Delhi,Website,Photography,French
9.71,48,8,9,64,Hold,MCA,Chennai,LinkedIn,Photography,Spanish
2.42,47,5,3,38,Reject,MCA,Hyderabad,Indeed,Gaming,English
3.93,35,3,7,30,Reject,BCA,Mumbai,LinkedIn,Travel,French
8.92,29,1,1,27,Reject,B.Sc,Kolkata,Referral,Gaming,English
4.09,51,8,1,42,Reject,BCA,Hyderabad,Website,Travel,French
0.57,73,10,8,63,Hold,BCA,Hyderabad,Website,Gaming,English
1.88,90,3,7,69,Hold,B.Tech,Kolkata,Indeed,Travel,French
2.33,41,1,2,20,Reject,MBA,Pune,Campus,Photography,Spanish
5.94,86,7,2,67,Hold,BCA,Mumbai,Campus,Photography,German
7.62,80,9,7,74,Hire,B.Sc,Hyderabad,Referral,Reading,Spanish
10.56,57,1,6,43,Reject,M.Tech,Kolkata,LinkedIn,Music,French
10.83,77,5,3,50,Hold,MCA,Kolkata,LinkedIn,Gaming,English
3.69,91,7,2,51,Hold,MBA,Chennai,LinkedIn,Sports,Spanish
9.04,77,8,7,76,Hire,MBA,Chennai,Website,Gaming,German
3.39,40,9,9,55,Hold,M.Tech,Delhi,Indeed,Gaming,German
4.42,25,5,7,37,Reject,MBA,Delhi,Indeed,Music,Spanish
3.51,21,1,4,20,Reject,B.Tech,Bangalore,LinkedIn,Travel,French
4.96,46,1,10,61,Hold,M.Tech,Hyderabad,Website,Sports,English
2.58,27,1,3,26,Reject,M.Tech,Kolkata,Campus,Music,English
3.83,81,2,6,56,Hold,MCA,Delhi,Campus,Music,Spanish
1.46,23,6,4,37,Reject,M.Tech,Hyderabad,Referral,Photography,French
11.56,49,2,9,43,Reject,M.Tech,Mumbai,LinkedIn,Music,English
6.05,41,6,10,44,Reject,B.Sc,Mumbai,Campus,Travel,Hindi
11.08,79,2,1,48,Reject,MCA,Mumbai,LinkedIn,Gaming,Hindi
8.95,78,6,7,74,Hire,MBA,Kolkata,Website,Reading,Hindi
5.49,32,5,5,38,Reject,MCA,Bangalore,LinkedIn,Sports,Spanish
9.06,36,8,9,59,Hold,B.Tech,Hyderabad,Website,Travel,German
7.54,22,1,2,20,Reject,B.Sc,Bangalore,Campus,Reading,German
3.65,20,9,5,44,Reject,B.Sc,Kolkata,Campus,Photography,Spanish
6.26,91,4,8,72,Hire,MCA,Hyderabad,Website,Photography,Spanish
8.55,51,9,1,42,Reject,MCA,Bangalore,Website,Travel,German
3.66,62,2,3,45,Reject,MCA,Kolkata,Campus,Gaming,Hindi
0.15,78,9,7,65,Hold,M.Tech,Pune,Indeed,Travel,French
3.22,48,9,8,75,Hire,M.Tech,Kolkata,Indeed,Travel,Hindi
9.56,60,6,10,58,Hold,MBA,Hyderabad,Indeed,Gaming,English
11.16,51,3,10,52,Hold,BCA,Hyderabad,Campus,Sports,English
7.5,94,7,7,72,Hire,B.Sc,Delhi,Indeed,Gaming,Hindi
1.59,54,8,7,54,Hold,B.Tech,Pune,Referral,Photography,French
9.09,60,5,8,58,Hold,B.Sc,Hyderabad,Campus,Reading,French
6.32,45,3,8,50,Hold,M.Tech,Pune,Referral,Photography,Spanish
9.05,76,6,8,86,Hire,MCA,Mumbai,Campus,Photography,German
10.3,93,4,2,54,Hold,M.Tech,Delhi,LinkedIn,Travel,Hindi
11.37,96,10,10,100,Hire,BCA,Mumbai,Indeed,Reading,French
7.85,21,5,5,35,Reject,B.Tech,Chennai,Website,Sports,German
10.25,32,7,3,49,Reject,B.Sc,Delhi,Referral,Music,Hindi
8.91,73,5,9,75,Hire,B.Sc,Delhi,Referral,Photography,German
8.73,80,9,9,71,Hire,BCA,Delhi,Website,Travel,Spanish
10.31,64,8,6,66,Hold,M.Tech,Delhi,Campus,Travel,Spanish
11.08,59,1,7,59,Hold,MBA,Bangalore,Website,Travel,Spanish
10.82,75,3,6,47,Reject,B.Tech,Pune,Referral,Music,Hindi
4.75,87,1,6,56,Hold,B.Tech,Delhi,Referral,Music,Hindi
1.01,84,8,1,56,Hold,BCA,Chennai,LinkedIn,Photography,English
9.95,61,7,7,59,Hold,B.Tech,Mumbai,Referral,Reading,Hindi
6.47,66,2,10,60,Hold,MCA,Mumbai,Website,Music,English
6.5,38,5,4,33,Reject,M.Tech,Mumbai,Website,Reading,Spanish
9.9,65,2,10,59,Hold,BCA,Chennai,LinkedIn,Travel,English
0.38,30,6,3,37,Reject,M.Tech,Mumbai,Indeed,Travel,Hindi
10.54,53,8,2,48,Reject,B.Tech,Mumbai,LinkedIn,Reading,Hindi
0.42,76,5,3,50,Hold,M.Tech,Mumbai,LinkedIn,Travel,French
8.32,51,10,7,56,Hold,BCA,Mumbai,Referral,Music,Spanish
7.05,23,1,10,41,Reject,BCA,Mumbai,Referral,Photography,German
7.7,40,1,8,38,Reject,M.Tech,Delhi,Referral,Reading,Hindi
4.49,54,1,8,52,Hold,MCA,Mumbai,Campus,Photography,English
3.31,86,7,6,61,Hold,BCA,Hyderabad,Indeed,Gaming,Spanish
6.11,44,6,9,50,Hold,B.Sc,Delhi,Website,Music,German
10.63,94,6,7,80,Hire,MBA,Bangalore,LinkedIn,Music,French
6.78,59,9,8,64,Hold,BCA,Kolkata,Campus,Reading,Spanish
7.96,92,2,7,61,Hold,B.Sc,Bangalore,LinkedIn,Sports,French
5.3,26,7,2,37,Reject,B.Tech,Bangalore,Campus,Travel,English
11.67,53,8,6,69,Hold,B.Sc,Pune,Referral,Gaming,Spanish
8.91,71,6,8,65,Hold,B.Tech,Hyderabad,Referral,Reading,German
4.26,42,1,5,30,Reject,B.Tech,Delhi,Indeed,Photography,Spanish
7.84,36,7,4,47,Reject,M.Tech,Bangalore,Campus,Sports,Hindi
6.51,35,6,5,43,Reject,M.Tech,Chennai,Website,Music,English
10.61,89,4,2,58,Hold,B.Tech,Chennai,Campus,Music,English
3.3,89,8,4,59,Hold,B.Sc,Bangalore,Referral,Photography,French
1.3,85,3,1,46,Reject,BCA,Kolkata,Indeed,Music,French
2.3,97,4,1,47,Reject,MBA,Kolkata,Referral,Photography,German
4.64,83,7,10,70,Hire,BCA,Bangalore,Campus,Reading,French
10.25,75,8,1,56,Hold,M.Tech,Hyderabad,Indeed,Travel,Spanish
3.25,89,2,6,58,Hold,MBA,Delhi,Campus,Music,German
7.52,71,1,4,38,Reject,M.Tech,Hyderabad,Website,Travel,German
7.48,74,1,2,45,Reject,MBA,Delhi,Referral,Photography,German
4.9,29,9,8,44,Reject,MBA,Kolkata,Referral,Music,Hindi
0.6,36,4,1,20,Reject,MCA,Mumbai,Campus,Music,German
8.94,72,5,6,58,Hold,B.Sc,Kolkata,Campus,Reading,German
3.55,45,9,10,61,Hold,B.Sc,Kolkata,Campus,Gaming,French
4.78,41,6,6,44,Reject,MCA,Delhi,Referral,Sports,French
4.53,77,7,1,57,Hold,B.Sc,Mumbai,LinkedIn,Gaming,French
7.96,45,10,9,73,Hire,B.Tech,Kolkata,Campus,Music,French
1.04,69,10,10,77,Hire,M.Tech,Kolkata,Campus,Photography,English
6.6,71,4,10,60,Hold,BCA,Bangalore,LinkedIn,Travel,German
0.19,66,10,2,44,Reject,BCA,Chennai,Indeed,Gaming,French
11.8,52,6,8,55,Hold,M.Tech,Pune,Referral,Reading,French
7.18,57,1,5,43,Reject,B.Sc,Bangalore,Website,Sports,Hindi
4.61,58,8,7,57,Hold,BCA,Pune,Referral,Travel,English
1.76,23,5,4,32,Reject,B.Sc,Mumbai,LinkedIn,Reading,Spanish
8.36,22,3,9,39,Reject,M.Tech,Mumbai,LinkedIn,Photography,English
10.87,57,10,9,71,Hire,B.Tech,Pune,Campus,Travel,Spanish
3.82,25,10,10,45,Reject,BCA,Pune,Campus,Sports,English
9.2,26,8,2,36,Reject,M.Tech,Kolkata,Campus,Music,German
3.45,82,3,2,40,Reject,MCA,Delhi,LinkedIn,Sports,French
11.49,63,3,8,53,Hold,MBA,Pune,LinkedIn,Travel,German
8.43,44,1,6,42,Reject,B.Tech,Delhi,Website,Reading,French
7.5,86,9,5,84,Hire,B.Sc,Hyderabad,Website,Gaming,German
11.17,55,4,8,60,Hold,MCA,Bangalore,Indeed,Music,German
3.23,83,7,8,63,Hold,MBA,Chennai,Referral,Sports,German
11.08,36,6,9,56,Hold,MCA,Delhi,LinkedIn,Sports,English
8.14,47,8,7,48,Reject,M.Tech,Delhi,Campus,Sports,Hindi
9.26,63,2,6,49,Reject,MCA,Pune,Indeed,Sports,English
6.86,30,9,2,44,Reject,MCA,Hyderabad,Website,Reading,Hindi
10.01,64,1,8,57,Hold,MBA,Pune,Referral,Photography,French
8.38,56,2,2,39,Reject,B.Tech,Kolkata,Campus,Travel,German
1.76,27,9,5,40,Reject,BCA,Mumbai,LinkedIn,Photography,English
7.35,96,7,9,76,Hire,BCA,Bangalore,Referral,Music,French
3.35,62,1,4,35,Reject,M.Tech,Hyderabad,Website,Sports,English
10.99,63,6,4,44,Reject,MCA,Hyderabad,Website,Music,English
2.38,35,3,4,38,Reject,B.Tech,Bangalore,Referral,Gaming,Spanish
3.43,94,6,2,55,Hold,M.Tech,Hyderabad,Website,Reading,Hindi
0.57,51,6,1,45,Reject,B.Sc,Hyderabad,Website,Sports,English
5.37,68,5,7,66,Hold,B.Tech,Pune,Referral,Gaming,German
6.69,30,8,5,45,Reject,B.Tech,Hyderabad,Website,Reading,French
6.88,41,5,5,44,Reject,MCA,Delhi,Indeed,Gaming,English
10.86,43,6,9,67,Hold,M.Tech,Delhi,Campus,Travel,Spanish
4.17,64,1,2,34,Reject,BCA,Mumbai,Indeed,Sports,Spanish
5.37,44,7,1,34,Reject,BCA,Hyderabad,Indeed,Music,French
10.21,46,7,1,45,Reject,M.Tech,Bangalore,Indeed,Travel,French
6.92,46,6,9,57,Hold,M.Tech,Bangalore,Referral,Sports,French
7.85,62,7,1,47,Reject,BCA,Hyderabad,Website,Photography,French
3.34,37,2,6,35,Reject,BCA,Kolkata,Referral,Travel,German
5.85,95,10,9,96,Hire,B.Tech,Mumbai,Indeed,Travel,French
7.45,37,10,3,43,Reject,B.Sc,Mumbai,Website,Reading,German
1.6,62,2,8,36,Reject,B.Tech,Kolkata,Referral,Sports,English
0.39,72,4,1,33,Reject,MCA,Hyderabad,LinkedIn,Reading,Spanish
1.36,73,3,4,52,Hold,B.Sc,Mumbai,Referral,Reading,English
5.73,93,8,1,55,Hold,MCA,Kolkata,Indeed,Music,Hindi
0.29,60,5,7,42,Reject,M.Tech,Hyderabad,Campus,Sports,English
7.51,26,8,5,51,Hold,BCA,Mumbai,LinkedIn,Photography,English
1.17,20,7,5,34,Reject,BCA,Hyderabad,Campus,Reading,Hindi
3.01,23,4,6,31,Reject,MBA,Delhi,Indeed,Photography,German
5.12,99,2,5,66,Hold,B.Sc,Delhi,Indeed,Gaming,English
1.39,52,6,8,57,Hold,B.Tech,Mumbai,Website,Sports,Hindi
3.25,54,10,7,56,Hold,M.Tech,Pune,Campus,Gaming,Hindi
0.25,47,9,7,60,Hold,B.Sc,Bangalore,Indeed,Music,Spanish
11.82,32,10,9,57,Hold,B.Tech,Mumbai,Campus,Reading,German
7.34,25,9,5,58,Hold,MBA,Mumbai,Website,Gaming,German
4.54,77,9,3,61,Hold,B.Tech,Bangalore,Referral,Reading,English
0.32,70,1,3,28,Reject,BCA,Mumbai,Campus,Sports,Spanish
4.68,54,2,7,36,Reject,B.Sc,Hyderabad,Indeed,Photography,Hindi
5.43,64,10,6,70,Hire,MBA,Mumbai,Referral,Reading,Hindi
11.17,47,3,1,47,Reject,MBA,Delhi,Indeed,Sports,English
3.34,90,8,7,63,Hold,BCA,Bangalore,Indeed,Sports,French
7.38,37,6,7,43,Reject,B.Tech,Kolkata,Website,Reading,Spanish
7.98,68,8,6,67,Hold,MBA,Pune,Indeed,Sports,French
2.23,85,7,8,64,Hold,B.Tech,Kolkata,Website,Reading,English
6.07,39,1,3,25,Reject,BCA,Delhi,Website,Music,French
